"Search.Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Country"	"Region"	"Location.Name"	"Latitude"	"Longitude"	"Focal.Depth..km."	"Mag"	"MMI.Int"	"Deaths"	"Death.Description"	"Missing"	"Missing.Description"	"Injuries"	"Injuries.Description"	"Damage...Mil."	"Damage.Description"	"Houses.Destroyed"	"Houses.Destroyed.Description"	"Houses.Damaged"	"Houses.Damaged.Description"	"Total.Deaths"	"Total.Death.Description"	"Total.Missing"	"Total.Missing.Description"	"Total.Injuries"	"Total.Injuries.Description"	"Total.Damage...Mil."	"Total.Damage.Description"	"Total.Houses.Destroyed"	"Total.Houses.Destroyed.Description"	"Total.Houses.Damaged"	"Total.Houses.Damaged.Description"	"Mag.full"	"Freq.Country"
"1008"	""	2007	8	15	23	40	57.8	3168	NA	"PERU"	160	"PERU:  ICA, PISCO, LIMA"	-13.386	-76.603	39	8	8	514	3	NA	NA	1090	4	NA	4	52154	4	23632	4	514	3	NA	NA	1090	4	NA	4	52154	4	23632	4	8	67
"1009"	""	2007	8	17	0	38	56	NA	NA	"USA"	150	"UTAH"	39.464	-111.207	0	1.6	NA	3	1	NA	NA	6	1	NA	NA	NA	NA	NA	NA	3	1	NA	NA	6	1	NA	NA	NA	NA	NA	NA	1	36
"1010"	""	2007	9	12	11	10	26.8	3228	NA	"INDONESIA"	60	"INDONESIA:  SUMATRA"	-4.438	101.367	34	8.4	NA	25	1	NA	NA	161	3	NA	3	56425	4	NA	4	25	1	NA	NA	161	3	NA	3	56425	4	NA	4	8	125
"1011"	""	2007	10	26	6	50	6.6	NA	NA	"PAKISTAN"	60	"PAKISTAN:  GHANCHE"	35.304	76.753	10	4.8	NA	1	1	NA	NA	12	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	12	1	NA	NA	NA	NA	NA	NA	4	31
"1012"	""	2007	11	6	9	38	5.7	NA	NA	"INDIA"	60	"INDIA:  GUJARAT"	21.181	70.724	10	5.1	NA	1	1	NA	NA	5	1	NA	1	NA	2	NA	2	1	1	NA	NA	5	1	NA	1	NA	2	NA	NA	5	32
"1013"	""	2007	11	7	4	12	38.6	NA	NA	"PHILIPPINES"	170	"PHILIPPINES:  BOHOL ISLAND:  MABINI"	9.721	124.647	72	5.1	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	49
"1014"	""	2007	11	14	15	40	50.5	3293	NA	"CHILE"	160	"CHILE:  TOCOPILLA, MARIA ELENA"	-22.247	-69.89	40	7.7	8	2	1	NA	NA	65	2	NA	3	NA	4	NA	NA	2	1	NA	NA	65	2	NA	3	NA	4	NA	NA	7	43
"1015"	""	2007	11	25	16	2	17.9	NA	NA	"INDONESIA"	60	"INDONESIA:  SUMBAWA ISLAND"	-8.277	118.339	35	6.5	NA	3	1	NA	NA	NA	3	NA	2	NA	3	NA	NA	3	1	NA	NA	NA	3	NA	2	NA	3	NA	NA	6	125
"1016"	""	2007	12	20	7	55	15.8	NA	NA	"NEW ZEALAND"	170	"NEW ZEALAND:  OFF COAST NORTH ISLAND"	-39.011	178.291	20	6.6	7	1	1	NA	NA	NA	NA	NA	1	3	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	3	1	NA	NA	6	9
"1017"	""	2008	1	9	22	24	3.8	NA	NA	"ALGERIA"	15	"ALGERIA:  ORAN"	35.616	-0.57	10	4.6	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	NA	NA	2	4	22
"1018"	""	2008	1	22	17	14	57.9	NA	NA	"INDONESIA"	60	"INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI"	1.011	97.442	20	6.1	NA	1	1	NA	NA	5	1	NA	1	NA	NA	NA	NA	1	1	NA	NA	5	1	NA	1	NA	NA	NA	2	6	125
"1019"	""	2008	2	3	7	34	12.1	NA	NA	"CONGO"	10	"CONGO:  BUKAVU"	-2.296	28.9	10	5.9	NA	38	1	NA	NA	717	3	NA	3	99	2	815	3	38	1	NA	NA	717	3	NA	3	99	2	815	3	5	6
"1020"	""	2008	2	6	6	9	40.4	NA	NA	"INDIA"	60	"INDIA:  WEST BENGAL"	23.433	87.111	10	4.3	NA	1	1	NA	NA	50	1	NA	2	NA	NA	NA	NA	1	1	NA	NA	50	1	NA	2	NA	NA	NA	3	4	32
"1021"	""	2008	2	20	8	8	30.5	NA	NA	"INDONESIA"	60	"INDONESIA:  SUMATERA:  ACEH PROVINCE"	2.768	95.964	26	7.4	NA	3	1	NA	NA	25	1	NA	NA	NA	NA	NA	NA	3	1	NA	NA	25	1	NA	NA	NA	NA	NA	NA	7	125
"1022"	""	2008	5	12	6	28	0.5	3586	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	30.98	103.396	10	7.9	9	87652	4	NA	NA	374171	4	86000	4	5360000	4	5360000	4	87652	4	NA	NA	374171	4	86000	4	5360000	4	21000000	4	7	152
"1023"	""	2008	5	24	19	20	42.4	NA	NA	"COLOMBIA"	160	"COLOMBIA:  META, QUETAME"	4.33	-73.764	9	5.6	NA	6	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	6	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	5	32
"1024"	""	2008	5	25	8	21	48.7	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	32.57	105.424	10	6	NA	8	1	NA	NA	927	3	NA	4	400000	4	400000	4	8	1	NA	NA	927	3	NA	4	400000	4	NA	NA	6	152
"1025"	""	2008	6	6	20	2	56.8	NA	NA	"ALGERIA"	15	"ALGERIA:  ORAN"	35.883	-0.658	4	5.5	NA	1	1	NA	NA	30	1	NA	2	NA	2	NA	2	1	1	NA	NA	30	1	NA	2	NA	2	NA	NA	5	22
"1026"	""	2008	6	8	12	25	29.7	NA	NA	"GREECE"	130	"GREECE:  ACHAIA, ILEIA"	37.963	21.525	16	6.3	NA	2	1	NA	NA	240	3	NA	3	1156	4	NA	NA	2	1	NA	NA	240	3	NA	3	1156	4	NA	NA	6	46
"1027"	""	2008	6	13	23	43	45.3	NA	NA	"JAPAN"	30	"JAPAN:  HONSHU:  TOKYO"	39.03	140.881	8	6.9	NA	13	1	NA	NA	357	3	NA	3	NA	NA	614	3	13	1	NA	NA	357	3	NA	3	NA	NA	614	3	6	63
"1028"	""	2008	7	8	9	13	7.4	NA	NA	"PERU"	160	"PERU:  AREQUIPA"	-15.986	-71.748	123	6.2	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	6	67
"1029"	""	2008	7	23	15	26	19.9	NA	NA	"JAPAN"	30	"JAPAN:  HONSHU:  N"	39.802	141.464	108	6.8	NA	1	1	NA	NA	200	3	NA	2	90	2	90	2	1	1	NA	NA	200	3	NA	2	NA	NA	90	2	6	63
"1030"	""	2008	7	24	7	9	30	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	32.747	105.542	10	5.6	NA	1	1	NA	NA	17	1	NA	3	1200	4	1200	4	1	1	NA	NA	17	1	NA	3	1200	4	NA	NA	5	152
"1031"	""	2008	8	5	9	49	17.2	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	32.756	105.494	6	6	NA	4	1	NA	NA	29	1	NA	1	NA	NA	NA	NA	4	1	NA	NA	29	1	NA	1	NA	NA	NA	1	6	152
"1032"	""	2008	8	21	12	24	29.5	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE"	25.044	97.684	1	6	NA	5	1	NA	NA	127	3	NA	3	NA	NA	NA	NA	5	1	NA	NA	127	3	NA	3	NA	NA	NA	NA	6	152
"1033"	""	2008	8	30	8	30	54	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	26.272	101.937	17	5.9	NA	43	1	NA	NA	589	3	NA	4	392000	4	392000	4	43	1	NA	NA	589	3	NA	4	392000	4	NA	NA	5	152
"1034"	""	2008	9	9	3	7	27.5	NA	NA	"INDONESIA"	60	"INDONESIA:  SUMATRA:  SOUTHERN"	-3.935	103.058	25	5.4	NA	2	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	2	NA	NA	113	3	5	125
"1035"	""	2008	9	10	11	0	34	NA	NA	"IRAN"	140	"IRAN:  HORMOZGAN PROVINCE"	26.743	55.828	12	6.1	NA	7	1	NA	NA	45	1	NA	3	NA	3	NA	3	7	1	NA	NA	45	1	NA	3	NA	3	NA	3	6	138
"1036"	""	2008	9	16	21	47	14.5	NA	NA	"INDIA"	60	"INDIA:  MAHARASHTRA"	17.438	73.915	10	5	NA	1	1	NA	NA	20	1	NA	3	NA	NA	NA	NA	1	1	NA	NA	20	1	NA	3	NA	NA	1500	4	5	32
"1037"	""	2008	10	6	8	30	45.5	NA	NA	"CHINA"	40	"CHINA:  TIBET (XIZANG PROVINCE)"	29.807	90.35	12	6.3	NA	9	1	NA	NA	19	1	NA	2	NA	3	NA	NA	9	1	NA	NA	19	1	NA	2	NA	3	NA	NA	6	152
"1038"	""	2008	10	11	9	6	10.7	NA	NA	"RUSSIA"	40	"RUSSIA:  CAUCASUS:  CHECHNYA"	43.372	46.254	16	5.7	NA	13	1	NA	NA	100	2	NA	3	NA	NA	1027	4	13	1	NA	NA	100	2	NA	3	NA	NA	1027	4	5	8
"1039"	""	2008	10	28	23	9	57.6	NA	NA	"PAKISTAN"	60	"PAKISTAN:  QUETTA"	30.639	67.351	15	6.4	6	215	3	NA	NA	320	3	NA	4	3487	4	3487	4	215	3	NA	NA	320	3	NA	4	3487	4	4125	4	6	31
"1040"	""	2008	11	16	17	2	32.7	3623	NA	"INDONESIA"	170	"INDONESIA:  MINAHASSA PENINSULA"	1.271	122.091	30	7.3	NA	6	1	NA	NA	77	2	NA	3	NA	NA	1000	3	6	1	NA	NA	77	2	NA	3	NA	NA	1000	3	7	125
"1041"	""	2008	12	9	18	53	11.1	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE"	32.518	105.395	25	4.5	NA	2	1	NA	NA	3	1	NA	NA	NA	NA	NA	NA	2	1	NA	NA	3	1	NA	NA	NA	NA	NA	NA	4	152
"1042"	""	2009	1	3	19	43	50.6	3647	NA	"INDONESIA"	170	"PAPUA NEW GUINEA:  NEAR NORTH COAST"	-0.414	132.885	17	7.6	NA	5	1	NA	NA	250	3	NA	3	NA	NA	840	3	5	1	NA	NA	250	3	NA	3	NA	NA	840	3	7	125
"1043"	""	2009	1	8	19	21	35.6	NA	NA	"COSTA RICA"	100	"COSTA RICA:  LA PAZ"	10.165	-84.197	14	6.1	NA	23	1	17	1	100	2	NA	3	518	3	NA	NA	23	1	17	1	100	2	NA	3	518	3	NA	NA	6	12
"1044"	""	2009	4	6	1	32	39	NA	NA	"ITALY"	130	"ITALY:  L'AQUILA"	42.334	13.334	9	6.3	NA	309	3	NA	NA	1500	4	2500	4	15000	4	NA	NA	309	3	NA	NA	1500	4	2500	4	15000	4	NA	NA	6	42
"1045"	""	2009	4	7	17	47	37	NA	NA	"ITALY"	130	"ITALY:  L'AQUILA"	42.275	13.464	15	5.5	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	5	42
"1046"	""	2009	4	16	21	27	51.3	NA	NA	"AFGHANISTAN"	40	"AFGHANISTAN:  NANGARHAR"	34.185	70.076	6	5.4	NA	19	1	NA	NA	51	2	NA	2	200	3	200	3	19	1	NA	NA	51	2	NA	2	200	3	NA	NA	5	35
"1047"	""	2009	8	8	13	26	17.5	NA	NA	"CHINA"	30	"CHINA:  CHONGQING PROVINCE:  RONGCHANG"	29.358	105.438	10	3.4	NA	2	1	NA	NA	1	1	NA	2	440	3	440	3	2	1	NA	NA	1	1	NA	2	440	3	NA	NA	3	152
"1048"	""	2009	8	10	20	7	9.1	4418	NA	"JAPAN"	30	"JAPAN:  HONSHU:  S COAST"	34.743	138.264	40	6.4	NA	1	1	NA	NA	123	3	NA	3	NA	NA	5192	4	1	1	NA	NA	123	3	NA	3	NA	NA	5192	4	6	63
"1049"	""	2009	9	2	7	55	1	5734	NA	"INDONESIA"	60	"INDONESIA:  JAVA"	-7.782	107.297	46	7	NA	81	2	NA	NA	1297	4	NA	3	NA	NA	54000	4	81	2	NA	NA	1297	4	NA	3	NA	NA	54000	4	7	125
"1050"	""	2009	9	30	10	16	9.2	4441	NA	"INDONESIA"	60	"INDONESIA:  SUMATRA:  PADANG"	-0.72	99.867	81	7.5	NA	1117	4	NA	NA	1214	4	2200	4	NA	3	181665	4	1117	4	NA	NA	1214	4	2200	4	NA	3	181665	4	7	125
"1051"	""	2009	10	1	1	52	27.3	NA	NA	"INDONESIA"	60	"INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI"	-2.515	101.501	10	6.6	NA	3	1	NA	NA	NA	NA	10	3	NA	3	NA	3	3	1	NA	NA	NA	NA	10	3	NA	3	NA	NA	6	125
"1052"	""	2009	10	22	19	51	27.5	NA	NA	"AFGHANISTAN"	40	"AFGHANISTAN:  HINDU KUSH"	36.517	70.95	18	6.1	NA	5	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	6	35
"1053"	""	2009	11	8	19	41	43.3	NA	NA	"INDONESIA"	60	"INDONESIA:  SUMABAWA:  BIMA"	-8.207	118.631	18	6.6	NA	2	1	NA	NA	200	3	2.43	2	NA	NA	NA	NA	2	1	NA	NA	200	3	2.43	2	NA	NA	NA	2	6	125
"1054"	""	2009	12	6	21	51	59.8	NA	NA	"SOUTH AFRICA"	10	"SOUTH AFRICA:  CARLETONVILLE"	-26.414	27.494	2	3.5	NA	2	1	NA	NA	3	1	NA	NA	NA	NA	NA	NA	2	1	NA	NA	3	1	NA	NA	NA	NA	NA	NA	3	9
"1055"	""	2010	1	10	0	25	4.2	NA	NA	"INDONESIA"	60	"INDONESIA:  JAVA:  GARUT"	-7.907	107.879	65	5.1	NA	1	1	NA	NA	2	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	2	1	NA	NA	NA	NA	NA	NA	5	125
"1056"	""	2010	1	12	21	53	10	4622	NA	"HAITI"	90	"HAITI:  PORT-AU-PRINCE"	18.457	-72.533	13	7	NA	316000	4	NA	NA	30000	4	8000	4	97294	4	188383	4	316000	4	NA	NA	300000	4	8000	4	97294	4	188383	4	7	6
"1057"	""	2010	1	17	9	37	26.1	NA	NA	"CHINA"	30	"CHINA:  GUIZHOU PROVINCE"	25.558	105.804	27	4.4	NA	7	1	1	NA	9	1	NA	NA	NA	NA	NA	NA	7	1	1	1	9	1	NA	NA	NA	NA	NA	NA	4	152
"1058"	""	2010	1	30	21	36	58	NA	NA	"CHINA"	30	"CHINA:  SICHUAN PROVINCE: MOXI"	30.268	105.668	10	4.7	NA	1	1	NA	NA	15	1	NA	2	200	3	200	3	1	1	NA	NA	15	1	NA	2	200	3	NA	NA	4	152
"1059"	""	2010	2	27	6	34	11.5	4682	NA	"CHILE"	160	"CHILE:  MAULE, CONCEPCION, TALCAHUANO"	-36.122	-72.898	23	8.8	9	402	3	NA	NA	12000	4	30000	4	NA	NA	500000	4	558	3	NA	NA	12000	4	30000	4	NA	NA	500000	4	8	43
"1060"	""	2010	2	27	15	45	37	NA	NA	"ARGENTINA"	160	"ARGENTINA:  SALTA"	-24.872	-65.602	10	6.3	NA	2	1	NA	NA	2	1	NA	NA	NA	NA	NA	NA	2	1	NA	NA	2	1	NA	NA	NA	NA	NA	NA	6	8
"1061"	""	2010	3	8	2	32	34.7	NA	NA	"TURKEY"	140	"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI"	38.864	39.986	12	6.1	NA	51	2	NA	NA	100	2	NA	2	287	3	287	3	51	2	NA	NA	100	2	NA	2	287	3	700	3	6	104
"1062"	""	2010	4	4	22	40	43.1	NA	NA	"MEXICO"	150	"MEXICO:  BAJA CALIFORNIA"	32.297	-115.278	4	7.2	NA	2	1	NA	NA	233	3	1150	4	NA	NA	NA	3	2	1	NA	NA	233	3	1150	4	NA	NA	NA	3	7	53
"1063"	""	2010	4	13	23	49	38.3	NA	NA	"CHINA"	30	"CHINA:  QINGHAI PROVINCE:  YUSHU"	33.165	96.548	17	6.9	NA	2220	4	70	2	12135	4	500	4	15000	4	NA	NA	2220	4	70	2	12135	4	500	4	15000	4	NA	NA	6	152
"1064"	""	2010	4	18	20	28	50.2	NA	NA	"AFGHANISTAN"	40	"AFGHANISTAN:  SAMANGAN PROVINCE"	35.633	67.658	13	5.6	NA	11	1	NA	NA	70	2	NA	4	2000	4	NA	NA	11	1	NA	NA	70	2	NA	4	2000	4	NA	NA	5	35
"1065"	""	2010	5	14	12	29	22.3	NA	NA	"ALGERIA"	15	"ALGERIA:  NORTHERN:  BENI YELLMAN"	35.9	4.12	2	5.2	NA	2	1	NA	NA	43	1	NA	NA	NA	NA	NA	NA	2	1	NA	NA	43	1	NA	NA	NA	NA	NA	NA	5	22
"1066"	""	2010	6	16	3	16	27.5	NA	NA	"INDONESIA"	170	"INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN"	-2.174	136.543	18	7	6	17	1	NA	NA	NA	NA	NA	3	2556	4	NA	NA	17	1	NA	NA	NA	NA	NA	3	2556	4	NA	NA	7	125
"1067"	""	2010	6	30	7	22	27.6	NA	NA	"MEXICO"	150	"MEXICO:  SAN ANDRES HUAXPALTEPEC"	16.396	-97.782	20	6.2	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	53
"1068"	""	2010	7	20	19	38	9.5	NA	NA	"IRAN"	140	"IRAN:  FARSINAJ"	27.022	53.861	10	5.8	NA	1	1	NA	NA	32	1	NA	2	NA	NA	NA	3	1	1	NA	NA	32	1	NA	2	NA	NA	NA	3	5	138
"1069"	""	2010	8	27	19	23	49.5	NA	NA	"IRAN"	140	"IRAN:  DAMGHAN-TORUD"	35.49	54.47	7	5.7	NA	3	1	NA	NA	200	3	NA	3	700	3	NA	NA	3	1	NA	NA	200	3	NA	3	700	3	NA	NA	5	138
"1070"	""	2010	9	27	11	22	46	NA	NA	"IRAN"	140	"IRAN:  SHIRAZ"	29.647	51.665	27	5.8	NA	1	1	NA	NA	3	1	NA	1	NA	1	NA	NA	1	1	NA	NA	3	1	NA	1	NA	1	NA	NA	5	138
"1071"	""	2010	10	10	21	44	25.9	NA	NA	"PAKISTAN"	60	"PAKISTAN:  KHANPUR, HARIPUR"	33.869	72.887	33	5.2	NA	1	1	NA	NA	15	1	NA	2	NA	NA	100	1	1	1	NA	NA	15	1	NA	1	NA	NA	100	2	5	31
"1072"	""	2010	12	20	18	41	59.2	NA	NA	"IRAN"	140	"IRAN:  KERMAN"	28.412	59.18	12	6.5	NA	7	1	NA	NA	25	1	NA	3	NA	3	1800	4	7	1	NA	NA	25	1	NA	3	NA	3	1800	4	6	138
"1073"	""	2011	1	18	20	23	23.4	NA	NA	"PAKISTAN"	60	"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN"	28.777	63.951	68	7.2	NA	3	1	NA	NA	NA	2	NA	2	200	3	200	3	3	1	NA	NA	NA	2	NA	2	NA	NA	200	3	7	31
"1074"	""	2011	2	4	13	53	46.2	NA	NA	"MYANMAR (BURMA)"	60	"MYANMAR (BURMA):  MONYWA"	24.618	94.68	85	6.3	NA	1	1	NA	NA	NA	NA	NA	1	NA	2	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	2	NA	NA	6	11
"1075"	""	2011	2	21	23	51	42.3	5407	NA	"NEW ZEALAND"	170	"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON"	-43.583	172.68	6	6.1	NA	185	3	NA	NA	1500	4	15000	4	100000	4	NA	NA	185	3	NA	NA	1500	4	15000	4	100000	4	NA	NA	6	9
"1076"	""	2011	3	10	4	58	16	NA	NA	"CHINA"	30	"CHINA:  YUNNAN PROVINCE:  PINGYUAN"	24.719	97.969	26	5.5	NA	25	1	NA	NA	250	3	NA	3	1039	4	12528	NA	25	1	NA	NA	250	3	NA	3	1039	4	12528	4	5	152
"1077"	""	2011	3	11	5	46	24.1	5413	NA	"JAPAN"	30	"JAPAN:  HONSHU"	38.297	142.372	30	9.1	NA	1475	4	NA	NA	6157	4	4401.709	4	2473	4	5618	4	18428	4	NA	NA	6167	4	220136.6	4	123661	4	280920	4	9	63
"1078"	""	2011	3	24	13	55	12	NA	NA	"MYANMAR (BURMA)"	60	"MYANMAR:  TACHILEK"	20.687	99.822	8	6.8	NA	104	3	NA	NA	123	3	3.6	2	NA	NA	10104	4	104	3	NA	NA	123	3	3.6	2	NA	NA	10104	4	6	11
"1079"	""	2011	4	7	14	32	43.2	5429	NA	"JAPAN"	30	"JAPAN: NEAR E COAST HONSHU"	38.276	141.588	42	7.1	NA	3	1	NA	NA	132	3	NA	1	NA	NA	NA	NA	3	1	NA	NA	132	3	NA	1	NA	NA	NA	NA	7	63
"1080"	""	2011	4	11	8	16	12.7	NA	NA	"JAPAN"	30	"JAPAN:  HONSHU"	37.001	140.401	11	6.6	NA	7	1	NA	NA	NA	NA	NA	1	3	1	NA	NA	7	1	NA	NA	NA	NA	NA	1	3	1	NA	NA	6	63
"1081"	""	2011	5	19	21	12	51	NA	NA	"TURKEY"	140	"TURKEY:  SIMAV"	39.12	29.04	7	4.3	NA	2	1	NA	NA	125	3	NA	1	NA	NA	NA	2	2	1	NA	NA	125	3	NA	1	NA	NA	NA	2	4	104
"1082"	""	2011	6	13	2	20	49.3	NA	NA	"NEW ZEALAND"	170	"NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY"	-43.564	172.743	6	6	NA	1	1	NA	NA	45	1	3000	4	100	2	NA	NA	1	1	NA	NA	45	1	3000	4	100	2	NA	NA	6	9
"1083"	""	2011	9	5	17	55	11.2	NA	NA	"INDONESIA"	60	"INDONESIA:  SUMATRA"	2.965	97.893	91	6.7	NA	10	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	10	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	6	125
"1084"	""	2011	9	18	12	40	51.8	NA	NA	"INDIA"	60	"INDIA:  SIKKIM"	27.73	88.155	50	6.9	NA	111	3	NA	NA	177	3	22.3	3	6000	4	6000	4	111	3	NA	NA	177	3	22.3	3	NA	4	6000	4	6	32
"1085"	""	2011	9	19	18	33	55.8	NA	NA	"GUATEMALA"	100	"GUATEMALA:  CUILAPA SANTA ROSA"	14.186	-90.238	9	5.6	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	5	15
"1086"	""	2011	10	23	10	41	22.9	NA	NA	"TURKEY"	140	"TURKEY:  ERCIS, VAN"	38.722	43.513	16	7.1	NA	604	3	NA	NA	2608	4	1500	4	5739	4	4882	4	604	3	NA	NA	2608	4	1500	4	5739	4	4882	4	7	104
"1087"	""	2011	10	28	18	54	34	NA	NA	"PERU"	160	"PERU:  SAN VICENTE DE CANETE"	-14.438	-75.966	24	6.9	NA	1	1	NA	NA	103	3	NA	2	134	3	NA	NA	1	1	NA	NA	103	2	NA	2	134	3	NA	NA	6	67
"1088"	""	2011	10	29	0	43	55.1	NA	NA	"INDIA"	60	"INDIA:  SIKKIM"	27.449	88.684	10	3.5	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	32
"1089"	""	2011	11	9	19	23	33.2	NA	NA	"TURKEY"	140	"TURKEY:  VAN"	38.429	43.229	5	5.7	NA	40	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	40	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	5	104
"1090"	""	2011	12	11	1	47	25.9	NA	NA	"MEXICO"	150	"MEXICO:  GUERRERO"	17.844	-99.963	54	6.4	NA	2	1	NA	NA	5	1	NA	2	NA	NA	70	2	2	1	NA	NA	5	1	NA	2	NA	NA	70	2	6	53
"1091"	""	2012	2	6	3	49	12.5	NA	NA	"PHILIPPINES"	170	"PHILIPPINES:  NEGROS ORIENTAL PROVINCE"	9.999	123.206	11	6.7	NA	51	2	62	2	112	3	9	3	15000	4	NA	NA	51	2	62	2	112	3	9	3	15000	4	NA	NA	6	49
"1092"	""	2012	3	20	18	2	47.4	5447	NA	"MEXICO"	150	"MEXICO:  GUERRERO, OAXACA"	16.493	-98.231	20	7.4	8	2	1	NA	NA	13	1	600	4	800	3	NA	NA	2	1	NA	NA	13	1	600	4	800	3	NA	NA	7	53
"1093"	""	2012	3	25	22	37	6	NA	NA	"CHILE"	160	"CHILE:  PARRAL, SANTIAGO"	-35.2	-72.217	41	7.2	NA	1	1	NA	NA	14	1	NA	1	NA	NA	NA	2	1	1	NA	NA	14	1	NA	1	NA	NA	NA	2	7	43
"1094"	""	2012	4	11	8	38	36.7	5449	NA	"INDONESIA"	60	"INDONESIA:  N SUMATRA:  OFF WEST COAST"	2.327	93.063	20	8.6	NA	10	1	NA	NA	12	1	NA	1	NA	NA	NA	2	10	1	NA	NA	12	1	NA	1	NA	NA	NA	2	8	125
"1095"	""	2012	4	17	3	50	15.6	NA	NA	"CHILE"	160	"CHILE:  VALPARAISO"	-32.625	-71.365	29	6.7	NA	2	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	2	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	6	43
"1096"	""	2012	5	12	23	48	43.5	NA	NA	"TAJIKISTAN"	40	"TAJIKISTAN"	38.612	70.354	10	5.7	NA	1	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	1	1	NA	NA	NA	NA	NA	2	NA	3	NA	NA	5	14
"1097"	""	2012	5	20	2	3	52	NA	NA	"ITALY"	130	"ITALY:  EMILIA ROMAGNA:  MIRANDOLA"	44.89	11.23	6	6.1	NA	7	1	NA	NA	NA	1	NA	4	NA	NA	NA	3	7	1	NA	NA	50	1	NA	4	NA	NA	NA	3	6	42
"1098"	""	2012	5	29	7	0	3	NA	NA	"ITALY"	130	"ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO"	44.851	11.086	10	5.9	NA	17	1	NA	NA	350	3	15800	4	NA	NA	NA	NA	17	1	NA	NA	350	3	15800	4	NA	NA	NA	NA	5	42
"1099"	""	2012	6	11	5	29	11.5	NA	NA	"AFGHANISTAN"	40	"AFGHANISTAN:  HINDU KUSH"	36.023	69.351	16	5.8	NA	75	2	NA	NA	13	1	NA	2	143	3	593	3	75	2	NA	NA	13	1	NA	2	143	3	593	3	5	35
"1100"	""	2012	6	24	7	59	34.8	NA	NA	"CHINA"	30	"CHINA:  YUNNAN AND SICHUAN PROVINCES"	27.767	100.781	10	5.5	NA	4	1	NA	NA	394	3	NA	4	6768	4	NA	NA	4	1	NA	NA	394	3	NA	4	6768	4	NA	NA	5	152
"1101"	""	2012	7	20	12	11	52	NA	NA	"CHINA"	30	"CHINA:  JIANGSU PROVINCE"	32.978	119.593	10	4.9	NA	1	1	NA	NA	2	1	NA	1	NA	NA	NA	NA	1	1	NA	NA	2	1	NA	1	NA	NA	NA	NA	4	152
"1102"	""	2012	7	25	0	27	45.2	NA	NA	"INDONESIA"	60	"INDONESIA: BANDA ACEH"	2.707	96.045	22	6.5	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	20	1	1	1	NA	NA	NA	NA	NA	1	NA	NA	20	1	6	125
